TARGET111	-171.974	746.326	1331.888	0.029	0.011	0.011	0.000
TARGET112	-172.708	-1244.077	1586.364	0.033	0.014	0.014	0.000
TARGET113	-172.378	532.879	1335.804	0.029	0.011	0.011	0.000
TARGET114	-173.808	-1436.386	1600.183	0.038	0.018	0.016	0.000
TARGET115	-173.571	340.774	1342.963	0.029	0.010	0.011	0.000
TARGET116	-173.532	140.879	1350.466	0.029	0.010	0.011	0.000
TARGET117	-173.268	-66.373	1356.944	0.029	0.010	0.011	0.000
TARGET118	-174.376	-261.216	1363.421	0.029	0.010	0.011	0.000
TARGET119	-172.822	1524.167	1087.799	0.031	0.015	0.010	0.000
TARGET120	-174.526	-448.451	1368.199	0.029	0.010	0.011	0.000
TARGET121	-173.512	1313.096	1088.305	0.030	0.014	0.010	0.000
TARGET122	-173.337	-664.727	1374.841	0.029	0.010	0.011	0.000
TARGET123	-173.528	1116.453	1094.687	0.030	0.013	0.010	0.000
TARGET124	-173.960	-845.119	1382.297	0.029	0.011	0.011	0.000
TARGET125	-173.782	924.440	1102.848	0.029	0.012	0.010	0.000
TARGET126	-173.944	-1046.434	1392.182	0.030	0.012	0.011	0.000
TARGET127	-174.872	741.457	1105.930	0.029	0.012	0.010	0.000
TARGET128	-175.047	-1246.713	1395.682	0.033	0.014	0.013	0.000
TARGET129	-175.873	525.170	1110.145	0.029	0.011	0.010	0.000
TARGET130	-176.952	-1446.724	1403.639	0.038	0.018	0.014	0.000
TARGET131	-176.394	328.433	1114.758	0.029	0.010	0.010	0.000
TARGET132	-177.378	-1660.334	1411.484	0.041	0.021	0.016	0.000
TARGET133	-176.314	133.933	1123.911	0.029	0.010	0.010	0.000
TARGET134	-173.701	1517.511	874.337	0.031	0.015	0.010	0.000
TARGET135	-176.141	-79.570	1132.886	0.029	0.010	0.010	0.000
TARGET136	-176.617	-265.827	1144.635	0.029	0.010	0.010	0.000
TARGET137	-177.271	-463.733	1153.938	0.029	0.010	0.010	0.000
TARGET138	-174.866	1112.547	885.195	0.030	0.013	0.009	0.000
TARGET139	-176.374	-675.400	1162.999	0.029	0.011	0.010	0.000
TARGET140	-174.502	919.074	892.174	0.029	0.012	0.009	0.000
TARGET141	-176.076	-856.202	1173.124	0.029	0.011	0.010	0.000
TARGET142	-176.125	-1058.313	1189.753	0.031	0.013	0.011	0.000
TARGET143	-178.159	520.996	909.250	0.029	0.011	0.009	0.000
TARGET144	-176.338	-1255.053	1200.928	0.033	0.014	0.012	0.000
TARGET145	-179.287	323.203	914.376	0.029	0.010	0.009	0.000
TARGET146	-177.595	-1451.802	1204.173	0.038	0.018	0.013	0.000
TARGET147	-177.208	1511.939	672.494	0.031	0.015	0.009	0.000
TARGET148	-179.119	-83.076	934.424	0.029	0.010	0.009	0.000
TARGET149	-178.848	1306.756	680.592	0.030	0.014	0.009	0.000
TARGET150	-178.041	-1665.413	1210.988	0.041	0.021	0.014	0.000
TARGET151	-178.684	-275.720	945.412	0.029	0.010	0.009	0.000
TARGET152	-178.091	1109.021	684.127	0.030	0.013	0.009	0.000
TARGET153	-178.382	912.543	691.165	0.029	0.012	0.009	0.000
TARGET154	-177.876	-677.978	978.507	0.029	0.011	0.009	0.000
TARGET155	-178.810	718.931	705.046	0.029	0.012	0.009	0.000
TARGET156	-176.848	-873.141	988.695	0.029	0.011	0.009	0.000
TARGET157	-179.970	515.037	709.183	0.030	0.011	0.009	0.000
TARGET158	-181.816	318.142	712.707	0.029	0.010	0.009	0.000
TARGET159	-178.605	-1257.975	1007.854	0.033	0.014	0.010	0.000
TARGET160	-180.491	1505.856	470.300	0.031	0.015	0.010	0.000
TARGET161	-182.198	120.932	721.601	0.029	0.010	0.009	0.000
TARGET162	-180.899	1305.505	476.569	0.030	0.014	0.009	0.000
TARGET163	-178.791	-1462.469	1010.239	0.038	0.018	0.012	0.000
TARGET164	-182.183	-86.474	731.312	0.029	0.010	0.009	0.000
TARGET165	-180.766	1107.460	482.968	0.029	0.013	0.009	0.000
TARGET166	-181.716	-283.865	742.512	0.029	0.010	0.009	0.000
TARGET167	-181.322	907.119	489.764	0.029	0.012	0.009	0.000
TARGET168	-181.036	-483.387	751.077	0.029	0.010	0.009	0.000
TARGET169	-182.283	707.264	499.098	0.029	0.011	0.009	0.000
TARGET170	-180.752	-688.215	757.655	0.029	0.011	0.009	0.000
TARGET171	-183.317	511.053	506.411	0.029	0.011	0.009	0.000
TARGET172	-186.139	1494.425	72.661	0.032	0.016	0.011	0.000
TARGET173	-189.245	1489.771	-140.151	0.032	0.016	0.012	0.000
TARGET176	-192.404	1482.385	-343.726	0.035	0.018	0.014	0.000
TARGET177	-193.448	1479.049	-580.118	0.038	0.022	0.017	0.000
TARGET178	-197.138	1101.714	-715.886	0.033	0.016	0.017	0.000
TARGET179	-194.436	1298.541	-723.490	0.034	0.017	0.017	0.000
TARGET180	-193.559	1467.363	-733.666	0.037	0.021	0.019	0.000
TARGET181	-159.687	962.330	2119.878	0.033	0.014	0.019	0.000
TARGET182	-162.139	566.021	2132.122	0.032	0.012	0.018	0.000
TARGET183	-163.561	365.116	2135.718	0.031	0.011	0.018	0.000
TARGET184	-163.819	-35.083	2136.698	0.031	0.011	0.018	0.000
TARGET185	-164.045	-231.007	2142.073	0.031	0.011	0.018	0.000
TARGET186	-163.950	-640.356	2155.665	0.031	0.011	0.018	0.000
TARGET187	-164.179	-839.568	2162.904	0.032	0.012	0.018	0.000
TARGET188	-164.794	-1229.513	2171.829	0.036	0.016	0.020	0.000
TARGET189	-165.977	-40.097	1951.643	0.031	0.010	0.016	0.000
TARGET190	-166.197	-236.618	1955.468	0.031	0.010	0.016	0.000
TARGET191	-166.056	-433.130	1963.654	0.031	0.011	0.016	0.000
TARGET192	-166.482	-650.252	1968.121	0.031	0.011	0.016	0.000
TARGET193	-166.313	-837.445	1973.037	0.032	0.012	0.016	0.000
TARGET194	-166.719	-1025.920	1985.748	0.031	0.013	0.016	0.000
TARGET195	-166.006	-1235.475	1994.212	0.036	0.016	0.018	0.000
TARGET196	-168.571	-1035.558	1795.119	0.031	0.013	0.015	0.000
TARGET197	-169.784	-1239.528	1798.194	0.036	0.016	0.016	0.000
TARGET198	-190.804	100.023	123.750	0.040	0.011	0.012	0.000
TARGET199	-191.546	-99.465	133.920	0.037	0.011	0.012	0.000
TARGET200	-194.660	-329.533	-55.390	0.053	0.014	0.016	0.000
TARGET201	-197.560	651.699	-712.797	0.033	0.013	0.017	0.000
TARGET202	-199.026	477.385	-708.292	0.037	0.012	0.018	0.000
TARGET203	-199.472	74.864	-686.035	0.032	0.011	0.016	0.000
TARGET204	-201.242	-111.889	-676.940	0.041	0.013	0.020	0.000
TARGET205	-202.091	-356.889	-664.833	0.037	0.012	0.019	0.000
TARGET206	-202.784	-566.247	-651.028	0.036	0.012	0.018	0.000
TARGET207	-200.786	-943.966	-428.910	0.030	0.011	0.013	0.000
TARGET208	-204.116	-735.662	-643.519	0.035	0.013	0.017	0.000
TARGET209	-202.455	-955.907	-627.744	0.038	0.016	0.018	0.000
TARGET210	-202.768	-1533.694	-601.197	0.073	0.044	0.029	0.000
TARGET211	-202.279	-1328.602	-619.437	0.050	0.025	0.021	0.000
TARGET212	-202.598	-1133.443	-629.847	0.042	0.020	0.019	0.000
TARGET213	-199.111	-1533.248	-403.600	0.047	0.027	0.018	0.000
TARGET214	-199.932	-1325.321	-415.065	0.037	0.018	0.015	0.000
TARGET215	-199.929	-1129.355	-423.274	0.034	0.015	0.014	0.000
TARGET216	-170.786	-1440.047	1806.538	0.041	0.021	0.019	0.000
TARGET217	-167.917	-1434.815	2007.666	0.042	0.021	0.021	0.000
TARGET218	-166.182	-1426.986	2179.531	0.043	0.021	0.024	0.000
TARGET219	-188.852	1685.609	-146.382	0.035	0.019	0.013	0.000
TARGET220	-191.920	1678.144	-356.195	0.037	0.021	0.015	0.000
TARGET221	-158.211	1964.919	1905.182	0.041	0.027	0.021	0.000
TARGET222	-159.555	1758.080	1909.525	0.036	0.021	0.018	0.000
TARGET223	-161.950	1953.114	1686.896	0.039	0.026	0.018	0.000
TARGET224	-164.098	1742.745	1691.954	0.036	0.020	0.016	0.000
TARGET225	-166.157	1735.657	1507.885	0.036	0.020	0.014	0.000
TARGET226	-167.624	1936.564	1302.795	0.038	0.024	0.015	0.000
TARGET227	-169.465	1726.035	1309.729	0.035	0.020	0.013	0.000
TARGET228	-170.319	1924.846	1075.071	0.038	0.023	0.013	0.000
TARGET229	-171.967	1716.249	1081.410	0.035	0.019	0.012	0.000
TARGET230	-168.063	-1639.239	2017.578	0.048	0.025	0.025	0.000
TARGET231	-173.959	1713.707	867.680	0.035	0.019	0.011	0.000
TARGET232	-171.727	-1646.507	1814.963	0.045	0.025	0.021	0.000
TARGET233	-175.621	1914.183	665.676	0.038	0.023	0.012	0.000
TARGET234	-176.275	1711.419	666.875	0.035	0.019	0.011	0.000
TARGET235	-179.407	1908.903	458.971	0.039	0.024	0.012	0.000
TARGET236	-179.621	1704.807	463.206	0.035	0.019	0.011	0.000
TARGET237	-182.696	1704.900	264.726	0.035	0.019	0.011	0.000
TARGET238	-185.843	1902.014	47.776	0.039	0.024	0.013	0.000
TARGET239	-186.188	1693.348	64.298	0.035	0.019	0.012	0.000
TARGET240	-188.523	1895.538	-158.019	0.041	0.027	0.015	0.000
TARGET241	-200.330	278.236	-699.794	0.033	0.012	0.017	0.000
TARGET242	-194.148	1662.581	-744.892	0.043	0.027	0.022	0.000
TARGET243	-194.406	1863.514	-759.007	0.048	0.036	0.026	0.000
TARGET244	-192.876	1662.247	-596.557	0.042	0.027	0.020	0.000
TARGET245	-192.682	1865.430	-607.433	0.048	0.035	0.022	0.000
TARGET246	-199.975	-1757.760	-392.673	0.051	0.032	0.020	0.000
TARGET247	-195.871	285.479	-294.503	0.041	0.012	0.015	0.000
TARGET248	-203.066	-1771.429	-593.290	0.080	0.059	0.033	0.000
TARGET251	-192.587	291.842	-85.213	0.101	0.028	0.025	0.000
